            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2444513.500000000, A.D. 1980-Oct-01 00:00:00.0000, -3.994866111292437E+09, -1.604158261534704E+09,  1.326818184001542E+09,  2.645035043760330E+00, -5.455340268321905E+00, -2.048511893083282E-01,
2444514.500000000, A.D. 1980-Oct-02 00:00:00.0000, -3.994638294742759E+09, -1.604630134661042E+09,  1.326800896031996E+09,  2.629146702511299E+00, -5.465170465542597E+00, -1.924956378079341E-01,
2444515.500000000, A.D. 1980-Oct-03 00:00:00.0000, -3.994411480264955E+09, -1.605102141310360E+09,  1.326785176619869E+09,  2.623825524157246E+00, -5.458143757321366E+00, -1.715436130674450E-01,
2444516.500000000, A.D. 1980-Oct-04 00:00:00.0000, -3.994184427917529E+09, -1.605572981252157E+09,  1.326770948435211E+09,  2.634288241886113E+00, -5.440344123901176E+00, -1.608354461499899E-01,
2444517.500000000, A.D. 1980-Oct-05 00:00:00.0000, -3.993956069504117E+09, -1.606042379674762E+09,  1.326756790292813E+09,  2.651663682336566E+00, -5.427480212856918E+00, -1.700832381104314E-01,
2444518.500000000, A.D. 1980-Oct-06 00:00:00.0000, -3.993726462540042E+09, -1.606511333189805E+09,  1.326741205428503E+09,  2.660905197147869E+00, -5.430856177784981E+00, -1.911792082564638E-01,
2444519.500000000, A.D. 1980-Oct-07 00:00:00.0000, -3.993496738621548E+09, -1.606981219789024E+09,  1.326723957748646E+09,  2.654235945089807E+00, -5.447275106561851E+00, -2.054478304117280E-01,
2444520.500000000, A.D. 1980-Oct-08 00:00:00.0000, -3.993268093138637E+09, -1.607452569382368E+09,  1.326706281319574E+09,  2.638071717541239E+00, -5.461915321664121E+00, -2.003193098595026E-01,
2444521.500000000, A.D. 1980-Oct-09 00:00:00.0000, -3.993040719736515E+09, -1.607924592072849E+09,  1.326689779354715E+09,  2.627287202002654E+00, -5.461546219334005E+00, -1.805147646131260E-01,
2444522.500000000, A.D. 1980-Oct-10 00:00:00.0000, -3.992813637613709E+09, -1.608395882164146E+09,  1.326674995127981E+09,  2.631968714304752E+00, -5.446312854288951E+00, -1.638440815541109E-01,
2444523.500000000, A.D. 1980-Oct-11 00:00:00.0000, -3.992585565574417E+09, -1.608865671719848E+09,  1.326660926453505E+09,  2.648408251636078E+00, -5.429628047707244E+00, -1.653383429997020E-01,
2444524.500000000, A.D. 1980-Oct-12 00:00:00.0000, -3.992356065692351E+09, -1.609334516720824E+09,  1.326645919236252E+09,  2.662394611591711E+00, -5.426208581714874E+00, -1.838141795527475E-01,
2444525.500000000, A.D. 1980-Oct-13 00:00:00.0000, -3.992125934419590E+09, -1.609803800733815E+09,  1.326629144391618E+09,  2.661912269705929E+00, -5.438922824275433E+00, -2.029284530624655E-01,
2444526.500000000, A.D. 1980-Oct-14 00:00:00.0000, -3.991896491048032E+09, -1.610274499776471E+09,  1.326611337055330E+09,  2.647861708360030E+00, -5.456247423574550E+00, -2.057851445372303E-01,
2444527.500000000, A.D. 1980-Oct-15 00:00:00.0000, -3.991668401076671E+09, -1.610746312528507E+09,  1.326594139833341E+09,  2.633234692869281E+00, -5.462558692178488E+00, -1.899892650678419E-01,
